id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
184853,78704  Austin Getaway Two Bedroom monthly rental.,518748,Rachel,,78704,30.24106,-97.77315,Entire home/apt,139,30,2,2021-04-29,0.07,1,302,1,
195674,"Large Zilker Home, Downtown- SOCO-ACL!",951551,Lori,,78704,30.25775,-97.76703,Entire home/apt,750,2,35,2021-10-04,0.95,1,352,6,
202187,South Congress Studio Apartment,989596,John,,78704,30.24867,-97.74678,Entire home/apt,87,1,817,2021-09-27,14.98,2,281,70,
202753,Parkside Loft - Entire bottom floor or the house.,729047,Tracy,,78703,30.27655,-97.75608,Private room,175,3,12,2021-10-05,0.33,1,11,2,
207054,Keep Austin Lovely in 2BR/1Ba Mid-Century Home!,1018853,Merri Gale & Donald,,78741,30.24434,-97.73069,Entire home/apt,165,3,161,2021-10-11,1.35,1,0,18,
208897,"Heart of east Austin–unique, bright, private haven",1029071,Suzanne,,78702,30.263203,-97.699829,Entire home/apt,192,3,97,2021-09-27,1.05,1,98,12,
214795,Cute Condo Close to Zilker & Dwntwn,1109019,Kristi,,78704,30.25175,-97.77242,Entire home/apt,75,2,84,2021-10-11,0.72,1,55,14,
218402,New to Austin?  Perfect WFH Suite!,1129520,Paulette,,78754,30.36145,-97.64397,Private room,28,30,24,2021-04-01,0.22,1,266,2,
219168,SOCO Living,1134580,Kalu,,78704,30.24519,-97.74486,Entire home/apt,250,2,8,2016-10-09,0.07,1,0,0,
222967,Luxe Spa Bungalow - Walk Downtown!,1157982,Lyon,,78702,30.25901,-97.7295,Entire home/apt,185,6,32,2021-06-29,0.30,4,332,2,
222986,Circa 1899 Luxe Spa House - Walk DT,1157982,Lyon,,78702,30.25753,-97.7313,Entire home/apt,500,20,53,2017-10-01,0.46,4,335,0,
224603,Modern Studio Loft,1169129,David And Kristy,,78751,30.30732,-97.72782,Entire home/apt,105,28,110,2021-08-15,1.62,1,254,5,
227372,The Iconic Allen's Boots Clubhouse!,51183342,Hunter,,78704,30.24822,-97.75095,Entire home/apt,598,1,220,2021-09-28,2.97,5,126,37,
233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.30289,-97.72961,Entire home/apt,165,20,85,2021-09-30,1.52,9,318,11,
238657,Hill House in Wonderful Bouldin!,1250939,Kerry,,78704,30.252,-97.75628,Entire home/apt,164,2,126,2021-10-11,1.79,4,217,18,
247770,Lovely House In Hip East Austin,1298575,Gloria,,78723,30.30339,-97.68465,Entire home/apt,175,2,1,2012-03-13,0.01,1,0,0,
248515,Cute Eastside Bungalow -  Perfect Austin Base,1208485,Caitlin,,78702,30.25572,-97.72874,Entire home/apt,250,2,119,2021-09-26,1.02,2,66,51,
252804,"» 3 bed, sleeps 5, 2 miles to DT",1327500,Brooks,,78704,30.23254,-97.75479,Entire home/apt,110,30,94,2021-09-24,0.78,1,204,3,
271052,Updated Remodel Clean & Comfy South Austin Condo!,1418696,Kelsey,,78704,30.25367,-97.77253,Entire home/apt,252,3,30,2021-10-04,0.26,1,355,6,
277028,One of a kind stay In the Heart of ATX,746455,Michael,,78703,30.28332,-97.76272,Entire home/apt,485,30,95,2021-10-11,1.58,4,0,39,
281182,Great House 1 block from Metro Rail SXSW,1465788,Michelle,,78702,30.28032,-97.70708,Entire home/apt,350,3,41,2021-09-06,0.84,1,353,5,
282342,3bedroom 2.5bath Kitchen Garage for 30days or more,1471597,Teresa,,78758,30.36774,-97.7078,Entire home/apt,86,30,26,2021-09-04,0.23,1,4,3,
294708,3bd+Loft...SOCO Area Convenience,1523587,Dallas,,78741,30.22484,-97.74223,Entire home/apt,201,3,271,2021-09-20,3.32,18,317,24,
295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.19037,-97.79003,Entire home/apt,191,30,59,2021-09-25,0.56,2,236,4,
300574,Historic SOUTHAustin Retro Groovy LOFT 78704 proud,167892,Veronica,,78704,30.25525,-97.75756,Entire home/apt,141,2,375,2021-09-19,8.99,1,152,43,
304808,Spanish Hacienda mile from downtown,1566930,Chris,,78702,30.2733,-97.7269,Private room,60,2,286,2021-09-26,4.21,1,346,27,
304866,Big cute clean Casita in SxSAustin!,1568741,Jim O',,78745,30.20943,-97.77117,Entire home/apt,70,3,143,2021-10-04,1.23,12,353,30,
314152,2 bdrm Condo at  360 Bridge,1614097,Denise,,78730,30.35672,-97.79621,Entire home/apt,350,4,0,,,1,0,0,
315239,Very convenient for SxSW,1617870,John,,78745,30.21467,-97.77901,Entire home/apt,600,3,2,2013-03-22,0.02,1,362,0,
316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.25472,-97.75562,Entire home/apt,400,3,9,2015-03-24,0.08,1,0,0,
319759,█ Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.26585,-97.73328,Entire home/apt,650,1,251,2021-09-27,2.15,12,308,18,
319887,Quaint East Austin 2BR SXSW 2016,1640158,Jeremy,,78702,30.25328,-97.72968,Entire home/apt,694,4,2,2015-03-18,0.02,1,0,0,
319894,The Perfect Austin Modern Home,1640172,Gary,,78724,30.28354,-97.64966,Entire home/apt,189,2,138,2021-10-11,1.18,2,139,54,
321069,Avail ACL: 3/2 Mid-Century Mod-Central Austin,1644741,Liz,,78704,30.25398,-97.77856,Entire home/apt,679,2,1,2018-06-23,0.02,1,0,0,
321675,3/2 House w/ Pool in Barton Hills,1142525,James,,78704,30.25104,-97.78973,Entire home/apt,500,1,13,2015-10-04,0.13,1,0,0,
322834,Spacious 3/2 East Austin Home,3797734,Leslie And Dylan,,78702,30.26849,-97.71874,Entire home/apt,240,4,47,2018-03-25,0.77,1,0,0,
323733,4th St Loft in Downtown Austin!,1654178,Erik,,78701,30.26843,-97.74548,Entire home/apt,178,1,362,2019-10-25,9.48,1,0,0,
324480,Charming Central Austin Apartment,1660476,Mark,,78705,30.29905,-97.73881,Entire home/apt,82,30,0,,,2,328,0,
325889,"Dream Location, Creative 5-Bedroom House w Jacuzzi",1666874,Abbie & Brian,,78704,30.24583,-97.75472,Entire home/apt,785,3,47,2021-10-11,1.87,1,338,11,
326172,Central Austin Spacious  Guest House with balcony,1665442,Lionel & Beth,,78756,30.32619,-97.74457,Entire home/apt,91,7,17,2021-10-08,10.00,1,256,12,
329172,"Hillside designer home,10 min.dwntn",1680871,Janet,,78746,30.30085,-97.80794,Entire home/apt,495,3,6,2016-06-05,0.06,1,300,0,
329306,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27232,-97.72579,Private room,69,2,516,2021-09-16,6.42,4,56,43,
330301,Entire Upstairs Near Apple & Domain,1685125,Janet,,78729,30.44934,-97.76359,Private room,111,2,24,2021-09-20,1.06,1,284,9,
331549,One Room with Private Bathroom,1690383,Sandra,,78725,30.23911,-97.58625,Private room,100,2,0,,,1,0,0,
333114,House for rent in  North Austin,1697428,Ashly,,78754,30.37019,-97.65419,Private room,109,1,0,,,1,0,0,
333442,RARE SECLUDED 1940s ESTATE  Safe Cleaning Protocol,1698318,Virginia,,78703,30.31267,-97.76641,Entire home/apt,329,3,144,2021-10-05,1.39,1,285,16,
333815,Solar Sanctuary - Zen Room,372962,Kim,,78704,30.25381,-97.75262,Private room,102,2,145,2020-03-14,1.38,1,227,0,
334616,Great SXSW East Central Apartment,608539,D,,78741,30.24481,-97.72379,Entire home/apt,250,1,2,2012-03-14,0.02,1,0,0,
335885,"4Bed/2Bath Sleeps 12+ w Pool, Sauna, Gym & Games",1707903,Stephen,,78749,30.20621,-97.85577,Entire home/apt,1750,2,43,2021-07-05,1.66,2,11,8,
337125,"1800 Sq ft, 3-2 home in NW Austin",261883,Carolyn,,78759,30.42035,-97.76685,Private room,80,32,33,2015-10-06,0.36,1,83,0,
340045,Greenbelt Professional Loft,1725752,Shanti,,78746,30.25937,-97.79249,Entire home/apt,400,4,0,,,1,361,0,
340630,2 Bedroom duplex for monthly rental,531267,Shelley,,78757,30.33061,-97.72531,Entire home/apt,50,30,19,2021-09-15,0.61,3,0,4,
341382,SXSW | 4 bedroom home near Downtown,1205884,Luke And Rachel,,78702,30.26543,-97.71338,Entire home/apt,750,4,124,2019-03-11,1.41,1,0,0,
341596,South Austin Ultra Modern,1733004,Julie,,78704,30.24623,-97.75904,Private room,110,2,70,2021-10-11,0.67,1,267,2,
342039,"Garden Guesthouse, central East Austin gem.",1735494,Steph And Crew,,78702,30.25158,-97.73147,Entire home/apt,184,1,303,2021-09-19,2.91,2,124,18,
342243,Spacious Private Master Suite by the Month.,1736662,Teresa,,78759,30.41633,-97.75228,Private room,34,31,3,2020-02-13,0.08,1,286,0,
343462,Charming Family Friendly Apartment,1742984,Rachel,,78721,30.26895,-97.68947,Entire home/apt,99,1,243,2020-03-08,2.87,1,286,0,
343889,Close-in Central/East Garage Apt,1744639,Darcy,,78702,30.27293,-97.72288,Entire home/apt,47,30,27,2021-08-06,0.23,1,251,4,
345221,Austin Historic Home Downtown SxSW,1644218,Cecily,,78701,30.27247,-97.74796,Entire home/apt,299,3,8,2019-11-03,0.08,2,0,0,
345473,Exquisite Boutique SoCo Cottage with Shops and Restaurants Nearby,1751224,Whitney,,78704,30.24619,-97.74569,Entire home/apt,310,2,109,2021-10-10,1.04,1,62,36,
345536,Austin Artist's Hm. in Hippest Area,1752493,Gigi,,78704,30.2466,-97.76157,Entire home/apt,187,3,247,2021-09-27,9.65,3,276,36,
347572,East Austin Bungalow,1761506,Doug & Savanna,,78702,30.26448,-97.71715,Entire home/apt,125,2,29,2020-03-01,0.47,1,0,0,
347654,ATX -SOCO 3bd House...beats hotels!,1761915,Charm,,78704,30.23661,-97.7449,Entire home/apt,500,1,55,2021-09-18,1.74,2,160,19,
347802,Hyde Park Bungalow close to UT & DT,1594787,Dunstan,,78751,30.30224,-97.72768,Entire home/apt,221,2,207,2021-10-10,2.46,1,66,1,
347847,The Heart of Chic Eastside/Near UT & Downtown,1763086,Debbie,,78702,30.27119,-97.72965,Entire home/apt,241,2,70,2021-09-27,2.30,1,130,5,
347935,for formula one only...,1763742,Amber,,78704,30.25152,-97.76212,Entire home/apt,643,5,1,2012-03-18,0.01,1,0,0,
349447,"Eastside Cabana - Near UT,Downtown",1975748,Meredith,,78702,30.27871,-97.72332,Entire home/apt,137,1,686,2021-09-27,25.01,5,326,81,
349635,Central Austin (Tarrytown) Bed and Bath,1771402,Cindie,,78703,30.29932,-97.77631,Private room,78,1,62,2021-10-03,1.42,2,110,17,
351865,French country charming room/bath,1782559,Julie,,78754,30.33345,-97.64937,Private room,75,1,0,,,1,0,0,
353126,Monthly Rental Guest House /Apartment  in SoCo,1788349,Jeannie,,78704,30.2398,-97.74525,Entire home/apt,58,29,6,2020-06-30,0.26,2,197,0,
353261,4/3.5 SoCo Bungalow,1789494,Lara,,78704,30.24276,-97.75211,Entire home/apt,613,3,170,2021-09-26,2.51,1,199,26,
353955,SXSW Luxury 2 Bedroom appt!,1792021,Mykel,,78746,30.34574,-97.80069,Entire home/apt,225,3,1,2012-03-15,0.01,1,0,0,
354263,Colorful Artsy and Unusual Guesthouse in Bouldin Creek,1752493,Gigi,,78704,30.24821,-97.76343,Entire home/apt,154,3,333,2021-09-19,2.85,3,340,32,
354513,SXSW-Historic Home luxury-Central East Downtown,1795232,Sara,,78702,30.25884,-97.73056,Entire home/apt,630,3,5,2017-03-15,0.05,1,0,0,
354569,Ultimate casually elegant retreat,2049988,Mike,,78703,30.28885,-97.76001,Entire home/apt,248,3,11,2017-07-05,0.12,1,0,0,
355176,Private South Austin Guest House,1798140,Scott,,78745,30.22187,-97.7747,Entire home/apt,110,30,21,2021-05-02,0.19,1,28,3,
355232,Great SXSW Location. 3br/2baths,1798084,Jeffrey,,78704,30.24748,-97.74724,Entire home/apt,1000,1,3,2017-03-19,0.03,1,362,0,
355328,SXSW - musician's home,1798834,Joan,,78704,30.23928,-97.77907,Entire home/apt,100,1,0,,,1,0,0,
355792,"Clean, Cute & Central-Clarksville!",1801114,An,,78703,30.28097,-97.75393,Entire home/apt,97,7,13,2021-06-30,0.19,1,0,1,
356675,Midcentury Modern in Central Austin,1805253,Trey,,78703,30.3054,-97.76974,Entire home/apt,1050,30,2,2013-06-01,0.02,1,0,0,
356719,Cozy and Modern Home,1805524,Jai,,78723,30.30571,-97.69464,Entire home/apt,300,2,1,2012-11-20,0.01,1,0,0,
356837,Upscale 3 story Downtown Townhouse,1806205,Varun,,78701,30.28184,-97.74276,Entire home/apt,442,2,20,2021-09-19,0.21,3,337,11,
357529,Zilker Home close to everything,1808807,Renee,,78704,30.25478,-97.76854,Entire home/apt,193,3,264,2021-10-04,3.89,2,153,40,
358164,Beautiful  Private Cottage,1812799,Monica,,78751,30.3124,-97.72007,Private room,92,2,180,2021-10-10,1.76,1,299,2,
358643,Entertainers Delight Close to SOCO,1815367,Kathy,,78704,30.22971,-97.76695,Entire home/apt,800,1,0,,,1,0,0,
362460,SXSW  Bungalow Available 2/1,1831617,Chris,,78756,30.31744,-97.74547,Entire home/apt,625,4,0,,,1,365,0,
363040,Zilker Festival Suite,213651,Daniel,,78704,30.25433,-97.77582,Entire home/apt,81,2,286,2021-09-27,2.79,2,48,44,
363944,The Big Zilker. Minutes to it all!,1840480,Scott & Sally,,78704,30.25795,-97.77202,Entire home/apt,1452,4,29,2021-09-28,0.37,11,100,2,
364025,Perfect for ACL/SXSW. Walk everywhere!,1839064,Adriana,,78703,30.27371,-97.75301,Entire home/apt,225,5,13,2019-03-14,0.12,1,0,0,
364121,Private romantic getaway 150' above Lake Travis,871765,Bruce,,78734,30.39243,-97.92007,Hotel room,210,2,1,2017-10-22,0.02,1,363,0,
364269,Zilker Treehouse! Best Neighborhood,1840480,Scott & Sally,,78704,30.25954,-97.76978,Entire home/apt,484,4,88,2021-10-04,2.80,11,231,7,
365471,Hip E.Side Downtwn House Walk 2 ALL!,1845598,D.K.,,78702,30.25917,-97.73425,Entire home/apt,429,1,88,2021-10-11,1.21,1,71,15,
367356,New listing! Modern Austin home super close to downtown w/free WiFi/full kitchen,1488733,Vacasa Texas,,78751,30.30651,-97.72278,Entire home/apt,211,1,170,2021-08-30,2.09,21,350,10,
367366,Large ATX Home Minutes to Downtown,1854873,Alex,,78721,30.26309,-97.68447,Entire home/apt,140,2,134,2021-09-20,8.48,1,226,35,
367445,Charming Hyde Park Casita,1855238,Caroline,,78751,30.3068,-97.72797,Entire home/apt,106,3,191,2021-03-26,1.80,1,0,5,
367789,Completely Renovated Mid Century,1856695,John,,78703,30.30549,-97.77147,Entire home/apt,2150,4,1,2014-03-17,0.01,1,0,0,
369090,SXSW Walk to Downtown. 2br Apt.,1861886,Sarah,,78704,30.25858,-97.75181,Entire home/apt,650,1,0,,,1,0,0,
381240,Urban condo walk to SoCO/downtown,1887493,Susan,,78704,30.2538,-97.74359,Entire home/apt,525,3,3,2014-03-13,0.05,1,242,0,
403090,Enjoy Rm in Artist's Hm N BEST AREA,1752493,Gigi,,78704,30.24699,-97.76343,Entire home/apt,88,3,24,2015-03-02,0.23,3,0,0,
406911,❤ Banana Bread+Next to Downtown+Cozy+Screen Porch,1652515,Cynthia,,78704,30.25909,-97.756,Entire home/apt,151,1,345,2021-10-11,3.59,1,0,49,
412290,GREAT Room - SOUTH CONGRESS Area!,1726978,Benjamin,,78704,30.23899,-97.7522,Private room,47,1,52,2018-01-17,0.50,2,0,0,
414543,Spacious Retreat in East Austin,2061635,Carrie & Tyson,,78723,30.295,-97.68182,Entire home/apt,152,3,0,,,1,297,0,
424279,"Steps to S. Congress, 2 bedroom oasis w/ pool",1275188,Susie & Eoin,,78704,30.241,-97.75371,Entire home/apt,159,30,26,2021-10-11,0.32,1,142,5,
430683,Architectual Gem/ Pool,2141281,Melanie,,78731,30.33875,-97.76135,Entire home/apt,695,31,2,2016-05-30,0.02,3,32,0,
433996,Modern Loft in the Heart of Austin!,2157243,Sean,,78704,30.26139,-97.77566,Entire home/apt,161,2,242,2021-07-25,4.33,9,104,13,
435211,Austin Historic home bedroom only,1644218,Cecily,,78701,30.27241,-97.74894,Private room,82,2,164,2020-02-15,1.43,2,0,0,
438411,Cozy central east home-kid friendly,2177425,Aga & B,,78702,30.26529,-97.71573,Entire home/apt,200,21,16,2021-05-18,0.51,1,72,4,
442720,House on the Creek - 4BR/3BA - 10 minutes to City,2200336,Gretchen,,78746,30.29948,-97.79728,Entire home/apt,346,3,94,2021-10-04,2.13,1,223,9,
461404,Cute & Cozy Central Austin House,1021729,Nita,,78756,30.3239,-97.731,Entire home/apt,124,2,78,2021-09-06,0.92,1,226,13,
479197,Funky SoFi Condo! Walk downtown! Private bathroom,1918269,Amanda,,78704,30.258,-97.75195,Private room,45,30,27,2021-08-01,0.90,3,196,2,
485360,Downtown Condo with Austin's skyline view!,2402591,Jane,,78702,30.26778,-97.72849,Entire home/apt,139,2,97,2021-10-04,1.43,1,33,8,
501861,Downtown SoCo Guest House,2476440,Michelle,,78704,30.25282,-97.74596,Entire home/apt,296,2,50,2021-10-10,24.19,4,338,16,
510168,Peaceful retreat in the trees,793021,Steve,,78733,30.34253,-97.8616,Entire home/apt,295,3,91,2021-10-04,1.15,1,344,20,
517378,South Austin Condo with Great View,2546917,Clint,,78745,30.20976,-97.81729,Entire home/apt,250,1,0,,,1,0,0,
517430,Elegant Upper Level Home Apartment Minutes from Downtown,2546775,Rice,,78705,30.29961,-97.73449,Entire home/apt,120,2,121,2021-09-26,121,1,115,24,
522136,Downtown Oasis - Quiet Retreat!,2567934,Alexis,,78701,30.27936,-97.74362,Entire home/apt,115,3,415,2021-09-26,6.25,1,83,16,
525231,"Brentwood Guest House, Modern Home, Central Locale",2507231,Kris,,78757,30.34024,-97.73739,Entire home/apt,129,2,80,2021-09-27,0.77,1,176,12,
528338,Suite Spot (Zilker),2595932,Amber,,78704,30.2619,-97.76328,Entire home/apt,99,3,469,2021-10-03,5.52,1,3,19,
540377,Beautiful SoCo House near downtown,989596,John,,78704,30.24852,-97.74502,Entire home/apt,255,3,7,2017-03-16,0.07,2,0,0,
542124,Designer Oasis-East Central Austin,2457470,Sharon,,78702,30.27514,-97.71954,Private room,100,2,31,2021-10-12,0.64,1,347,6,
560094,"Safe Stay/Downtown, Zilker, ACL,HotTub",4335991,Karen,,78704,30.2478,-97.786,Entire home/apt,400,2,68,2021-09-26,0.65,1,305,20,
