id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
16697,Small Duplex Loft in San Telmo (8),64880,Elbio Mariano,,Monserrat,-34.61494,-58.37517,Entire home/apt,2985,2,22,2016-07-11,0.31,8,357,0,
17451,A terrace in Buenos Aires,67732,Karen,,Belgrano,-34.55878,-58.46476,Private room,3383,2,0,,,1,87,0,
17993,TEMPORARY RENT CUTE APARTMENT IN MICROCENTRO,68689,Maritza,,San Nicolas,-34.6037,-58.37888,Private room,3383,3,7,2018-05-27,0.06,2,327,0,
18007,apartament in San Telmo,69404,Marcelo,,Constitucion,-34.61751,-58.37814,Entire home/apt,34820,1,0,,,1,365,0,
18061,"Quirky, sunny & spacious - 5 px max",69605,Alejandra,,San Telmo,-34.62208,-58.36724,Entire home/apt,6765,7,144,2018-05-25,1.22,2,358,0,
19642,SKY LOFT LARGE,74406,Mathilde,,Palermo,-34.58998,-58.43583,Entire home/apt,5962,15,0,,,10,365,0,
20062,PENTHOUSE / best city views !! terrace & pool,75891,Sergio,,Palermo,-34.58183,-58.44143,Entire home/apt,9228,2,229,2020-12-23,2.40,4,132,7,
20429,Hermoso  y acogedor departamento.,77065,Marcelo,,Constitucion,-34.6226,-58.38704,Entire home/apt,3482,15,0,,,1,89,0,
21807,Comfortable apartment in San Telmo,83312,Graciela,,San Telmo,-34.62085,-58.37199,Entire home/apt,4974,6,0,,,2,365,0,
21816,Apartment at Faena Hotel,83130,Marce,,Puerto Madero,-34.61386,-58.36141,Entire home/apt,17907,7,1,2020-10-19,0.08,8,178,0,
21837,Comfortable studio in Callao Avenue,80208,Olga,,San Nicolas,-34.60777,-58.37245,Entire home/apt,5969,3,0,,,1,365,0,
23798,"CHIC, LIGHT, SPACIOUS LOFT APPT- SAN TELMO",94615,Nicola,,Monserrat,-34.61266,-58.37479,Entire home/apt,4601,30,48,2020-01-18,0.92,1,126,0,
24713,"BEAUTIFUL, EXCELLENT UBICATION/OBELISK  5 STARS!!!",100743,Griselda,,San Nicolas,-34.60254,-58.37811,Entire home/apt,1987,1,343,2020-02-08,3.28,9,328,0,
24763,Amazing LOFTpalermo: contemporary and cool,101049,Sebastian,,Chacarita,-34.58494,-58.44419,Entire home/apt,6459,10,32,2017-07-19,0.35,1,89,0,
26258,Huge 473sqf Studio @ Palermo University area,111013,Daniel,,Almagro,-34.59997,-58.41238,Entire home/apt,3482,7,2,2013-10-23,0.01,2,362,0,
26839,Studio in retiro neighborhood,114411,Nicole,,Retiro,-34.594,-58.37992,Entire home/apt,1492,4,3,2021-07-18,0.20,1,283,2,
27631,Apartment for rent in Recoleta,119446,Inés,,Recoleta,-34.59272,-58.3894,Entire home/apt,2700,2,98,2018-12-14,0.81,1,352,1,
29983,Depto de 1 ambiente en Recoleta,129235,Carolina,,Recoleta,-34.59792,-58.39091,Entire home/apt,8195,2,0,,,1,365,0,
31514,BEAUTY DUPLEX LOFT #4 SAN TELMO,64880,Elbio Mariano,,Monserrat,-34.61494,-58.37517,Entire home/apt,4477,2,28,2013-01-13,0.25,8,355,0,
31920,Beautifull apartment in Belgrano!,137373,Nancy,,Belgrano,-34.5644,-58.4606,Entire home/apt,5969,30,0,,,1,365,0,
35703,Charming studio in Palermo/Recoleta,150763,Viviana,,Recoleta,-34.59188,-58.40778,Entire home/apt,1990,7,87,2020-02-29,0.82,1,292,2,
37347,Palermo/Las Cañitas Apartment,161327,Mariano,,Palermo,-34.57148,-58.43246,Entire home/apt,1506,12,45,2021-07-16,0.43,12,313,6,
41242,"Casa, con gran terraza,4 dormitorios, 2 en suite",74406,Mathilde,,Palermo,-34.58772,-58.42671,Entire home/apt,4969,90,0,,,10,345,0,
41243,"HABITACION EN SUITE   ,  4 DISPONIBLES",74406,Mathilde,,Palermo,-34.58984,-58.42584,Private room,1789,15,0,,,10,365,0,
41608,Palermo Soho Spectacular New Unit,181721,Yamila & Eyenit,,Palermo,-34.5847,-58.42648,Entire home/apt,5962,2,123,2020-03-07,1.39,2,365,0,
42450,French Classic in San Telmo: Balcony over Defensa!,185437,Grisel,,Monserrat,-34.61578,-58.37175,Entire home/apt,5472,3,132,2020-03-15,1.57,4,191,2,
45498,"Quite & Chic, fully equipped, 2Bd, pool & terrace",75891,Sergio,,Palermo,-34.58182,-58.44144,Entire home/apt,8106,2,115,2020-01-27,1.21,4,179,0,
48089,Recoleta Classic French-Style 2BDR,192475,Chris,,Recoleta,-34.58705,-58.38791,Entire home/apt,4974,7,102,2021-09-22,0.85,1,321,1,
48527,French style apartment in Recoleta,221661,Ricardo,,Recoleta,-34.58555,-58.39468,Entire home/apt,13287,3,1,2014-01-07,0.01,2,365,0,
48535,Elegant apartment in downtown Bs.As,221044,Florencia,,Retiro,-34.5962,-58.37529,Entire home/apt,4974,90,0,,,1,365,0,
48678,Grate & Luxury apartment Recoleta,221661,Ricardo,,Recoleta,-34.58507,-58.395,Private room,13302,3,1,2010-12-30,0.01,2,365,0,
50301,Complete room in Recoleta,230443,Manuel,,Recoleta,-34.58766,-58.40861,Private room,5472,30,0,,,2,365,0,
50778,Gorgeous 2bdrm in Awesome Recoleta,233651,Cameron,,Recoleta,-34.58978,-58.40011,Entire home/apt,1689,5,96,2019-11-19,0.77,6,108,0,
52511,San Telmo Apartment (Buenos Aires),242939,Gri,,San Nicolas,-34.60767,-58.37257,Entire home/apt,6964,4,0,,,1,365,0,
53097,Duplex-Loft in  Historic Quartier of Buenos Aires,64880,Elbio Mariano,,Monserrat,-34.61494,-58.37517,Entire home/apt,3979,2,36,2018-12-13,0.31,8,349,0,
53905,Trendy studio in Villa Crespo!,252182,Victoria,,Villa Crespo,-34.59969,-58.4399,Entire home/apt,2985,3,78,2019-01-07,0.59,1,327,1,
61282,Loft with Balcony in Belgrano,296398,Alejandro,,Nuñez,-34.55396,-58.46753,Entire home/apt,3482,3,141,2020-02-26,1.21,1,299,1,
65446,Luxury Premier Loft with Breathtaking Views  ★★★★★,319901,Ralf,,Palermo,-34.58102,-58.42349,Entire home/apt,8944,3,160,2020-01-21,1.41,27,268,0,
65513,Comfortable apartment for 5 in BsAs,320183,Hortensia,,Retiro,-34.59849,-58.3774,Entire home/apt,3975,30,5,2017-10-20,0.10,4,362,0,
65519,Great Apartment in Las Cañitas (Palermo) for 5,320183,Hortensia,,Palermo,-34.56958,-58.42978,Entire home/apt,5472,14,13,2020-02-06,0.14,4,365,0,
66939,"★ Instaworthy Views, 20th Floor ★ Gym",319901,Ralf,,Palermo,-34.58267,-58.42497,Entire home/apt,5608,4,264,2020-02-27,2.29,27,342,2,
66940,Pool Party studio +  Views over the Pool  ❤,319901,Ralf,,Palermo,-34.58272,-58.42382,Entire home/apt,5962,3,223,2021-02-20,1.90,27,302,4,
68173,"Best Area in Palermo, Luxury Studio",4405670,Andy,,Palermo,-34.57894,-58.42858,Entire home/apt,5962,2,79,2019-03-03,0.69,9,356,1,
68489,Best Block in Palermo Hollywood,4405670,Andy,,Palermo,-34.58045,-58.43208,Entire home/apt,6161,3,142,2019-11-05,1.26,9,304,0,
68868,"Luxury Soho Sky Loft , Dream View Apartment ★★★★★",319901,Ralf,,Palermo,-34.58165,-58.42527,Entire home/apt,6956,3,251,2020-03-11,2.22,27,241,5,
69063,"Beautiful, great location, quiet, Nespresso.",344599,Danilo,,Recoleta,-34.5956,-58.39573,Entire home/apt,1705,1,222,2019-11-27,1.97,2,273,23,
69187,Historic French Style Villa,344456,Daniela,,Monserrat,-34.60842,-58.37316,Entire home/apt,34820,7,0,,,6,362,0,
69196,Recoleta French Style apartment,344456,Daniela,,San Nicolas,-34.60722,-58.37215,Entire home/apt,6964,7,0,,,6,364,0,
69880,"Gorgeous 2bd/2.5 bth, Rooftop Pool, Pal. Hollywood",315089,Max,,Palermo,-34.57797,-58.43821,Entire home/apt,11925,5,25,2017-02-28,0.20,7,365,0,
70082,High category appartment Belgrano,353823,Maria De Los Angeles,,Palermo,-34.56926,-58.4437,Entire home/apt,2985,20,39,2020-09-30,0.44,1,359,0,
71801,Studio in Recoleta most secure area,368954,Carlos,,Recoleta,-34.59514,-58.39914,Entire home/apt,2985,3,93,2019-08-31,0.79,1,357,1,
72204,Beautiful house in Palermo SOHO,373629,Daniel,,Palermo,-34.5902,-58.42993,Entire home/apt,30806,6,23,2021-06-06,0.60,14,358,1,
72928,"Palermo Soho ""Ayres del Botanico"" Tower",344456,Daniela,,Palermo,-34.58523,-58.42143,Entire home/apt,7950,7,0,,,6,364,0,
72935,Palermo Cervino Boulevard Apartment,344456,Daniela,,Palermo,-34.57824,-58.4111,Entire home/apt,4969,7,2,2011-03-14,0.02,6,365,0,
72958,Palermo Soho Home with a View,344456,Daniela,,Palermo,-34.58267,-58.4261,Entire home/apt,5466,30,0,,,6,364,0,
73180,Palermo Apt - Las Cañitas area,161327,Mariano,,Palermo,-34.57213,-58.43294,Entire home/apt,2487,14,30,2019-04-20,0.26,12,273,5,
73680,Nice Studio in Palermo Soho,385499,Lujan,,Palermo,-34.59518,-58.41949,Entire home/apt,3979,3,27,2014-12-15,0.25,1,364,0,
74383,Penthouse 2BR with River&Sunrise views,319901,Ralf,,Palermo,-34.58706,-58.43417,Entire home/apt,8659,3,91,2021-09-18,3.16,27,233,27,
75094,Amazing apartment in Recoleta,161327,Mariano,,Recoleta,-34.58918,-58.39518,Entire home/apt,1689,14,118,2019-06-02,0.94,12,291,5,
75492,Studio Loft in Palermo Soho #1,400828,Jony,,Palermo,-34.589,-58.42024,Entire home/apt,2388,2,331,2020-07-11,3.11,3,325,15,
75526,GUAPO / Amazing Large Studio* with great views.🎈,319901,Ralf,,Palermo,-34.58261,-58.42345,Entire home/apt,5536,4,105,2020-02-25,1.10,27,338,2,
76005,"Heart of Recoleta, no better place!",315089,Max,,Recoleta,-34.59014,-58.39386,Entire home/apt,3975,5,6,2011-08-30,0.05,7,365,0,
76385,Studio In Downtown Buenos Aires,407702,Ruy,,Monserrat,-34.61337,-58.38305,Entire home/apt,4477,2,324,2019-08-26,2.55,7,365,0,
77404,Beautiful Duplex - Trendy Palermo,161327,Mariano,,Palermo,-34.56692,-58.43324,Entire home/apt,1861,14,23,2021-05-27,0.20,12,330,3,
77704,PALERMO SOHO Cheap Little Apt,417020,Jorge Fernando,,Palermo,-34.58236,-58.42726,Entire home/apt,1987,7,119,2018-11-26,0.96,1,150,0,
77776,"BUENOS AIRES, RECOLETA, 2 BEDROOM APT",417598,Rd,,Recoleta,-34.58933,-58.40441,Entire home/apt,7461,2,0,,,1,363,0,
77860,Private room with balcony with view,402373,Daniel,,Palermo,-34.57228,-58.43514,Private room,5962,2,0,,,1,365,0,
77994,Studio 1A - Corazon de San Telmo,64880,Elbio Mariano,,San Telmo,-34.62014,-58.37371,Entire home/apt,3681,2,5,2019-08-03,0.04,8,354,0,
78005,"SOFA STUDIO, SAN TELMO, 1B",64880,Elbio Mariano,,San Telmo,-34.61998,-58.37151,Entire home/apt,3482,2,15,2019-08-22,0.12,8,334,0,
78009,STUDIO DEFENSA 2A en San Telmo,64880,Elbio Mariano,,San Telmo,-34.61998,-58.37151,Entire home/apt,3482,2,42,2017-01-05,0.33,8,355,0,
78014,STUDIO SOFA CAMA & PATIO,64880,Elbio Mariano,,San Telmo,-34.61998,-58.37151,Entire home/apt,3283,2,24,2019-04-04,0.19,8,365,0,
78068,Lovely Place at a GREAT Location!,419383,Mariana Y Sebas,,Palermo,-34.58246,-58.4034,Entire home/apt,1762,3,19,2019-11-19,0.16,6,311,0,
78351,"Apt in Palermo, Las Cañitas",420786,Carola,,Palermo,-34.5752,-58.43102,Entire home/apt,4178,5,11,2020-01-03,0.29,4,296,0,
78685,Luminous Palermo 1BDR Apartment,419383,Mariana Y Sebas,,Palermo,-34.58349,-58.40625,Entire home/apt,1848,2,39,2019-04-08,0.79,6,237,1,
78703,"Amazing Studio w/Terrace & BBQ ""Heart of Recoleta""",422878,Oscar,,Recoleta,-34.59446,-58.39588,Entire home/apt,3979,1,189,2019-09-15,1.63,2,267,0,
79226,Petite Home,426420,Carolina,,Nuñez,-34.55235,-58.4581,Entire home/apt,1990,6,44,2019-03-28,0.37,1,211,5,
79247,"Beautiful Apt in great location, 100% Good Reviews",426566,Egle,,Boedo,-34.6212,-58.41753,Entire home/apt,1270,6,46,2014-10-30,0.36,8,339,2,
79766,!Amazing 1Bdr - Great Terrace - BBQ - Sun - View!!,422878,Oscar,,Recoleta,-34.59118,-58.39664,Entire home/apt,4974,1,178,2020-03-01,1.88,2,308,0,
82623,Garden studio flat with swimming pool,449610,Antonio,,Colegiales,-34.5742,-58.45024,Entire home/apt,2878,5,42,2018-04-01,0.58,1,209,1,
83035,"Central loc. Entire apt, all incl.",426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,6349,5,45,2017-12-10,0.36,8,365,0,
83440,GREAT! Apartment Alto Palermo,384997,Santiago,,Recoleta,-34.59369,-58.41226,Entire home/apt,5173,30,5,2012-01-04,0.11,1,365,0,
84033,Great apart with private terrace & chill out area.,458852,Maria,,Palermo,-34.58477,-58.42731,Entire home/apt,5466,2,151,2021-09-27,1.20,2,309,4,
84730,"Spotless apt. in a great location, Wi-Fi, balcony!",426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,1270,7,65,2018-11-10,0.66,8,300,0,
85949,Modern & Luminous Apt in GreatLocation!,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,1369,6,38,2015-08-31,0.31,8,318,2,
87828,"habitación individual, única huésped de la casa.",480785,Isabel,,Retiro,-34.59126,-58.38108,Private room,1700,3,1,2019-08-02,0.04,2,178,0,
89374,☼ Sunny 1 bedroom+balcony+ Views +Pool+Gym+Sauna,319901,Ralf,,Recoleta,-34.59332,-58.40293,Entire home/apt,4676,3,55,2019-11-19,0.47,27,311,2,
89857,Sunny apartment in Buenos Aires,488300,Mariano,,San Nicolas,-34.60238,-58.39229,Entire home/apt,4974,7,0,,,1,364,0,
91063,"Cosy, central apartment in BsAs",492560,Laurence,,Caballito,-34.61829,-58.43116,Entire home/apt,2587,3,55,2019-06-21,0.54,1,247,0,
92228,Experiencia Recoleta-Buenos Aires,494027,Mirta Susana,,Recoleta,-34.58509,-58.40465,Entire home/apt,7959,20,2,2020-03-31,0.09,2,98,0,
92689,Stunning 1BD w/terrace in Palermo,488973,Casilda Maria,,Palermo,-34.57656,-58.40068,Entire home/apt,7959,2,96,2019-12-22,1.07,2,365,0,
93174,"B&B ""Tucuman 2430""1 room x 1 or 2p",500210,Luciano,,Balvanera,-34.60299,-58.40194,Private room,1154,2,10,2012-08-04,0.08,4,365,0,
93619,DEPARTMENT C / CABIN SECURITY,501789,Jessica Emerita,,San Cristobal,-34.62782,-58.40739,Shared room,6964,1,0,,,1,365,0,
96257,Lovely apartment in Buenos Aires,320183,Hortensia,,Retiro,-34.59805,-58.37717,Entire home/apt,5466,15,0,,,4,298,0,
96490,AMPLIA habitación individual en Buenos Aires,512049,Cristina,,Palermo,-34.58503,-58.41206,Private room,1700,7,0,,,1,352,0,
96810,Recoleta Luxury: Design and Style!,508291,Michele,,Retiro,-34.59357,-58.38703,Entire home/apt,6629,7,35,2019-12-28,0.39,1,365,0,
97043,Downtown 4 blocks away from Obelisk,514200,Ceferina De Jesus,,San Nicolas,-34.60751,-58.38793,Entire home/apt,1492,30,9,2013-11-25,0.08,2,114,0,
98934,Monthly Apartment Recoleta,521351,Alfonsina,,Recoleta,-34.58955,-58.39057,Entire home/apt,6956,1,1,2011-08-09,0.01,1,365,0,
100080,Great downtown apartment!,526435,Laura,,San Nicolas,-34.60307,-58.38839,Entire home/apt,1900,3,23,2018-01-10,0.46,2,220,0,
104343,Faena Hotel Stunning Views Private Luxury  Suite*,542973,Brigitte,,Puerto Madero,-34.6022,-58.35541,Hotel room,11526,1,144,2019-11-17,1.74,1,297,2,
106475,Artdecohouse Palermo,547581,Carol,,Recoleta,-34.58842,-58.40928,Entire home/apt,14923,3,112,2020-01-02,0.91,1,330,0,
107259,Great place to 12 Tango lovers,555693,Vittoria,,Balvanera,-34.60514,-58.3957,Entire home/apt,39695,3,26,2018-02-12,0.23,2,365,0,
108089,AMAZING PALERMO BEST VALUE w POOL,559463,Martin,,Palermo,-34.58648,-58.4243,Entire home/apt,2272,15,75,2019-04-20,0.75,4,335,0,
108284,Historic & Luminous Duplex Downtown!,560338,Carlos,,San Nicolas,-34.60107,-58.3764,Entire home/apt,2853,2,243,2020-02-10,2.61,12,306,10,
118069,Luxury 1 Bedroom - 1.5 Bath,530261,Luciano,,Palermo,-34.57978,-58.43223,Entire home/apt,4756,7,19,2021-05-02,0.18,27,302,2,
118070,Amazing view - GREAT Studio - Balcony,530261,Luciano,,Palermo,-34.58311,-58.42767,Entire home/apt,4472,7,44,2020-12-31,0.36,27,260,1,
118724,Department to 5 min to city centre,599519,Angel Francisco,,Almagro,-34.60025,-58.42973,Private room,4775,1,0,,,1,365,0,
119036,Amazing duplex in Recoleta,601227,Frederic,,Recoleta,-34.59017,-58.39643,Entire home/apt,3975,5,1,2019-09-16,0.04,1,364,0,
119966,Room with library downtown,62183,Sonia,,Balvanera,-34.60396,-58.40068,Private room,3624,3,0,,,2,365,0,
120874,Luxury 1 Bedroom - 1.5 Bath,530261,Luciano,,Recoleta,-34.58991,-58.39931,Entire home/apt,9937,7,9,2017-08-26,0.19,27,289,0,
122907,Spotless entire apt. Ideal location,426566,Egle,,Almagro,-34.61982,-58.4166,Entire home/apt,1616,5,21,2014-08-04,0.20,8,334,5,
129442,Callao Studio Design Downtown 2 Pax,638545,Luisa,,San Nicolas,-34.60655,-58.39131,Entire home/apt,4278,90,1,2016-04-01,0.01,4,299,0,
129681,Studio Rojo Design Belgrano - 2 Pax,638545,Luisa,,Belgrano,-34.55601,-58.45717,Entire home/apt,2835,5,14,2014-05-28,0.14,4,205,0,
129932,Palermo View Studio at Palermo Uno Tower,319901,Ralf,,Palermo,-34.5813,-58.42488,Entire home/apt,4684,4,113,2020-02-23,0.95,27,327,2,
130248,Small charmy and fully at Palermo,641573,Paula,,Palermo,-34.57717,-58.41138,Entire home/apt,1194,2,78,2021-04-06,0.79,6,226,8,
130275,Van Gogh s apart at Palermo,641573,Paula,,Palermo,-34.5771,-58.41134,Entire home/apt,1194,2,15,2017-06-22,0.15,6,135,0,
130349,"alquilo por noche,o semana",641884,Marcelo,,San Nicolas,-34.60313,-58.37918,Private room,9949,1,0,,,1,365,0,
130424,Palermo Hollywood Studio Apt - 4th floor - 33 m2,642182,Aike,,Palermo,-34.57896,-58.43448,Entire home/apt,3478,7,9,2012-05-01,0.07,1,177,0,
131145,DONDE VIVI (1) Rooms for Rent .,645495,Viviana,,Almagro,-34.60728,-58.41949,Private room,1500,3,38,2015-12-15,0.33,2,363,0,
131807,"Belgrano R, Private Room, Sunny",648231,Vero,,Villa Ortuzar,-34.57546,-58.4688,Private room,3482,1,0,,,1,365,0,
132298,Urban Escape ★ Studio with great views,319901,Ralf,,Recoleta,-34.59495,-58.4044,Entire home/apt,3979,5,113,2019-09-25,1.35,27,365,1,
133043,Great Studio - Roof top Pool,530261,Luciano,,Recoleta,-34.59234,-58.39956,Entire home/apt,3979,14,17,2017-12-11,0.18,27,365,1,
133654,Modern and Comfortable. Central location.Fast WiFi,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,1270,7,47,2019-08-23,0.40,8,312,4,
136986,Buena Vista - Panorama Riverviews ★★★★★,319901,Ralf,,Palermo,-34.58114,-58.42513,Entire home/apt,7453,3,135,2020-12-18,1.44,27,275,5,
137017,Soho Sunset studio  with amazing views.,319901,Ralf,,Palermo,-34.58277,-58.42539,Entire home/apt,5863,4,194,2021-05-01,1.78,27,343,3,
138690,STUDIO RECOLETA /PZA FRANCIA/UBA/MUSEOS/METRO,676972,Fabiana,,Recoleta,-34.59101,-58.39455,Entire home/apt,2189,4,236,2019-09-27,1.88,11,142,0,
140271,"Boedo, quiet wooded neighborhood",683383,Lorena,,Boedo,-34.63366,-58.41691,Private room,4974,1,0,,,1,365,0,
143173,HabitacionPrivate Rooms in Congreso,499278,Nicolas,,Balvanera,-34.60929,-58.4031,Private room,2985,5,0,,,2,365,0,
143663,Apartement Buenos Aires,696693,Marcela,,Monserrat,-34.61428,-58.3865,Entire home/apt,4477,3,0,,,1,363,0,
144192,Beautiful apartment in Buenos Aires,698994,Ruben,,Nueva Pompeya,-34.64892,-58.41005,Private room,4974,1,0,,,1,365,0,
144827,LEMON TREE ★ 1 bedroom with great views,319901,Ralf,,Recoleta,-34.59491,-58.40497,Entire home/apt,4605,4,46,2019-02-24,0.38,27,343,3,
146648,❤  Amazing Sunset View Studio +Balcony❤Pool -Gym,319901,Ralf,,Recoleta,-34.59452,-58.40505,Entire home/apt,3197,4,102,2020-01-07,1.02,27,365,0,
148284,Sunny Terrace Apart. in Downtown BA,407702,Ruy,,Monserrat,-34.61331,-58.38491,Entire home/apt,3283,1,269,2019-12-02,2.16,7,214,1,
150594,Departamento Parque chacabuco,716702,Eugenia,,Parque Chacabuco,-34.63439,-58.44441,Private room,16446,7,0,,,1,365,0,
154427,Spotless apt. in a Great location. 100% Equipped.,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,1270,4,59,2019-07-02,0.49,8,38,0,
154430,"Loft Style, modern,bright &spacious",742738,Martin,,Palermo,-34.59387,-58.41445,Entire home/apt,1293,30,2,2012-01-10,0.40,4,299,1,
154767,Central location/2min from Metro -  Fast WiFi,426566,Egle,,Almagro,-34.6202,-58.41543,Entire home/apt,1270,5,36,2020-02-26,0.30,8,181,0,
156189,Cute Apartment - WiFi & Pool !!,750896,Ariel,,Almagro,-34.60342,-58.42959,Entire home/apt,5969,14,0,,,4,365,0,
158056,PalermoSoho Excellent Location! steps from LaRural,758728,Mauricio,,Palermo,-34.58207,-58.42094,Entire home/apt,2882,5,54,2020-02-07,0.56,5,359,0,
159585,Apartment in Recoleta Juncal 2200,772165,Jorge,,Recoleta,-34.59316,-58.40053,Entire home/apt,2388,3,12,2014-11-30,0.10,1,335,0,
160611,Habitación en Las Cañitas,769336,Natalia,,Palermo,-34.56526,-58.4334,Private room,18455,1,8,2017-05-27,0.14,1,365,0,
161463,The Boss- 2 bedroom with balcony,319901,Ralf,,Palermo,-34.58101,-58.42503,Entire home/apt,7950,3,145,2021-02-26,1.45,27,299,3,
166846,PENTHOUSE Duplex in Palermo with RooftopTerrace!!,794906,Jesse,,Villa Crespo,-34.59161,-58.44006,Entire home/apt,8854,4,59,2020-02-17,0.77,4,290,0,
168298,Boutique Central Apt in BuenosAires,802023,Ana,,Balvanera,-34.60554,-58.3938,Entire home/apt,5969,3,18,2016-09-04,0.16,1,365,0,
172118,Owner Featured on HGTV- Spacious Palermo Soho Loft,791090,Jamais,,Palermo,-34.58735,-58.42186,Entire home/apt,7850,3,68,2019-12-02,0.70,1,173,0,
172135,Recoleta full equipped Apartment,523775,Silvia  Diana,,Recoleta,-34.58983,-58.39786,Entire home/apt,4969,3,62,2019-08-15,0.51,1,113,0,
175005,1 BR flat in Palermo Soho,18414576,Marla,,Palermo,-34.5862,-58.42465,Entire home/apt,1987,3,174,2020-02-18,1.41,3,164,0,
175081,1 BR flat in Palermo,18414576,Marla,,Palermo,-34.58926,-58.41942,Entire home/apt,1987,3,131,2019-12-07,1.29,3,166,0,
176318,San Telmo Vintage - Art Experience Fully Renovated,843196,Ivan,,Monserrat,-34.6156,-58.36843,Entire home/apt,4676,4,154,2020-01-26,1.41,1,344,0,20272876925
178330,"3 Bedrooms / 2 Bathroom, Off & Ldy Apt in Palermo",853184,Juan,,Palermo,-34.58712,-58.42184,Entire home/apt,3581,20,3,2021-06-19,0.36,3,221,3,
180692,Tango and Enjoyment of Buenos Aires,865765,Hector,,Villa Urquiza,-34.57624,-58.48314,Private room,6964,5,0,,,1,365,0,
181627,RENT APP ARTS,870611,Pablo,,Palermo,-34.5845,-58.41291,Private room,12918,30,0,,,1,365,0,
186005,Modern apartment in Downtown Buenos Aires,893209,Victoria,,Retiro,-34.59804,-58.37688,Entire home/apt,3975,4,47,2016-10-14,0.40,3,365,1,
188154,At the heart of San Telmo  Double,906277,Magdalena,,San Telmo,-34.62063,-58.36967,Private room,1990,2,58,2019-11-16,0.50,1,360,0,
189224,Double Room,906438,Mariel,,Monserrat,-34.61375,-58.38604,Private room,2985,3,0,,,3,364,0,
189867,♫ ♫ Harmony  - One-bedroom apartment,319901,Ralf,,Recoleta,-34.5949,-58.40338,Entire home/apt,4974,5,54,2020-11-29,0.48,27,312,2,
190829,Green Room,906438,Mariel,,Monserrat,-34.61375,-58.38604,Private room,3681,3,5,2011-12-31,0.04,3,364,0,
190830,Blue Room,906438,Mariel,,Monserrat,-34.61375,-58.38604,Private room,2985,3,3,2013-01-17,0.03,3,365,0,
190988,Beautiful apartment in Las Cañitas,320183,Hortensia,,Palermo,-34.57133,-58.42975,Entire home/apt,6964,10,24,2019-12-03,0.26,4,68,2,
191056,"Big sunny, central Studio",923804,Annatina Luck,,Monserrat,-34.61308,-58.38862,Entire home/apt,2686,10,11,2019-11-12,0.10,1,365,0,
192259,DONDE VIVI (2) Room for Rent/ Habitacion.,645495,Viviana,,Almagro,-34.60589,-58.42091,Private room,898,3,39,2018-02-07,0.34,2,363,0,
192468,Beautiful Flat in the Sky of Bs.As.,864084,Leandro Ezequiel,,Puerto Madero,-34.61151,-58.362,Entire home/apt,80800,20,38,2020-01-05,0.67,1,268,0,
194232,"Great Loft, Best Location (Palermo)",943202,Rocío,,Palermo,-34.57594,-58.4346,Entire home/apt,3478,5,73,2017-08-31,0.65,1,178,0,
