id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
397449,Cozy Studio Apt near Skytrain.(72/74),263049,Tor,,Sathon,13.71782,100.51622,Private room,950,1,37,2019-04-16,0.44,13,365,0,
405662,"Asoke: tasteful, modern 1BR condo",1425515,Peter,,Vadhana,13.73816,100.56495,Entire home/apt,1200,14,27,2019-10-26,0.24,3,180,2,
407381,3 minutes walk to Phrom Phong BTS,1463818,Amporn,,Vadhana,13.73675,100.57191,Entire home/apt,3576,7,17,2015-01-06,0.16,1,83,0,
428360,Spacious Studio kitchen/wifi,2129668,Wimonpak,,Yan na wa,13.69673,100.53202,Entire home/apt,1093,200,35,2019-01-20,0.43,39,365,0,
428421,2. Bangkok bright Apartment 201,2129668,Wimonpak,,Bang Kho laen,13.69935,100.52723,Entire home/apt,700,365,40,2018-01-14,0.37,39,365,0,
428907,1.Bangkok great value Studio WIFI,2129668,Wimonpak,,Bang Kho laen,13.69977,100.52652,Entire home/apt,795,365,14,2013-08-04,0.13,39,365,0,
428950,BKK City Fab Luxx Studio free wifi @1194,2129668,Wimonpak,,Bang Kho laen,13.698,100.52886,Entire home/apt,700,1,122,2019-07-04,1.15,39,365,0,
430691,5. Bangkok Bright Apartment -WIFI,2129668,Wimonpak,,Bang Kho laen,13.70068,100.5228,Entire home/apt,720,365,26,2015-04-21,0.27,39,364,0,
430703,"6. Bangkok nice, cosy Apartment 201",2129668,Wimonpak,,Bang Kho laen,13.69925,100.52624,Entire home/apt,890,200,45,2016-07-20,0.80,39,365,0,
430706,7. Bangkok big bright Apartment 402,2129668,Wimonpak,,Bang Kho laen,13.70086,100.52276,Entire home/apt,1322,365,8,2013-05-01,0.07,39,365,0,
432004,STUDIO-WIFI-RAIN SHOWER-SATHORN,2148220,Marvin,,Sathon,13.71922,100.5255,Private room,1391,1,14,2017-02-23,0.13,3,298,0,
439051,Luxury Riverview Teakwood Apartment-Great Views :),2122791,Maam & Hermann,,Yan na wa,13.67317,100.54406,Hotel room,1490,2,120,2020-01-05,1.08,1,0,0,
449782,BKK Center Fab studio1150 free wifi,2129668,Wimonpak,,Bang Kho laen,13.69832,100.52434,Entire home/apt,929,1,59,2019-04-18,0.55,39,180,0,
449826,Loft by the Church w kitchen/wifi near Sathon,2129668,Wimonpak,,Bang Kho laen,13.70218,100.52254,Entire home/apt,670,2,38,2018-03-31,0.41,39,364,0,
450464,9. Bangkok Mini Stylish Studio 205,2129668,Wimonpak,,Bang Kho laen,13.70039,100.52806,Entire home/apt,850,100,37,2020-01-04,0.55,39,365,0,
456695,Stylish Condo in mid Sukhumvit,2271076,Asaya,,Khlong Toei,13.73247,100.56487,Entire home/apt,2318,5,26,2014-09-26,0.32,1,363,0,
491533,Furnished room near BTS Sai Yud,2390075,Mam,,Bang Khen,13.88682,100.59841,Private room,332,30,1,2021-07-05,0.26,2,330,1,
527553,"Beautiful Apt @ Ratchayothin BTS, Free Wifi",2592798,Nokina,,Chatu Chak,13.82841,100.57103,Entire home/apt,962,2,24,2015-02-13,0.31,2,363,0,
534241,Stunning 24th Fl Terrace Penthouse!,2625384,Mike,,Chatu Chak,13.80994,100.5651,Entire home/apt,3974,30,0,,,1,365,0,
581755,Brand New room near Airport Railway,2864425,Urcha,,Bang Kapi,13.75056,100.60844,Private room,1260,5,1,2013-12-03,0.01,1,365,0,
605343,✬Sweet Dreams in the Center of Bangkok@Sky House✬,1927968,Evan,,Sathon,13.72062,100.54709,Entire home/apt,510,1,220,2020-03-08,2.53,15,365,0,
656852,"Peaceful, Cosy & Stylish",3309213,Liliane,,Vadhana,13.72455,100.59553,Private room,1117,30,1,2015-04-16,0.01,1,364,0,
659046,Piyachat Thai House - Home Stay,3324749,Wachiraporn,,Bang Sue,13.80324,100.53323,Entire home/apt,2653,2,227,2020-03-18,2.27,1,294,0,
668821,Clean&Bright Apt next2BTS Sukumvit,2530240,Pat,,Bang Na,13.68105,100.61165,Entire home/apt,828,14,128,2019-03-23,1.52,3,364,0,
688013,1 BR Near BTS WIFI/POOL/FITNESS (B),1780407,Feb,,Bang Na,13.67926,100.61655,Entire home/apt,808,120,145,2019-01-15,1.40,7,275,0,
691478,Studio ๏ Affordable comfort,3533863,Sarasinee,,Phaya Thai,13.78887,100.56009,Entire home/apt,1000,30,4,2012-12-04,0.04,5,365,0,
691526,Studio with kitchen @ Ratchada,3533863,Sarasinee,,Phaya Thai,13.79032,100.56145,Entire home/apt,1360,1,0,,,5,365,0,
691540,SN Suite with 1 Bedroom,3533863,Sarasinee,,Din Daeng,13.78829,100.56171,Entire home/apt,1000,3,0,,,5,365,0,
691554,SN Suite with 2 Bedrooms,3533863,Sarasinee,,Din Daeng,13.78841,100.56233,Private room,2000,3,1,2019-08-11,0.04,5,365,0,
696411,Café ice Residences-Boutique B&B-Silom Central BK,3566318,David Lang,,Bang Rak,13.72448,100.53197,Private room,1424,1,205,2020-01-02,2.12,1,364,0,
715652,Cosy 1 bed room service apartment!,3687435,Avinash,,Din Daeng,13.78777,100.56551,Entire home/apt,828,1,6,2015-03-04,0.06,1,365,0,
722291,"1 bedroom apartment, Center Bangkok",1810415,Egidio,,Sathon,13.72109,100.53915,Entire home/apt,960,20,32,2016-08-14,0.46,3,363,0,
722660,"Bangkok View, Luxurious 1 bedroom,Sathorn.",3734436,Chok,,Sathon,13.70644,100.52544,Entire home/apt,1159,21,0,,,2,365,0,
723070,"One Bed apartmentm,The Seed Mingle condo, Bangkok",3734436,Chok,,Sathon,13.72075,100.53993,Entire home/apt,1490,21,2,2018-12-05,0.05,2,364,0,
726317,Luxury Townhouse in Central Bangkok,1461362,Dan & Lisa,,Vadhana,13.72653,100.58964,Entire home/apt,8278,5,0,,,1,365,0,
728378,ThongLor Downtown Hi-rise. 5min BTS,3772627,Ida,,Vadhana,13.74119,100.58552,Entire home/apt,1258,180,0,,,1,363,0,
729015,NEW River Condo Center BTS temples,3785867,Julia,,Khlong San,13.72077,100.51202,Entire home/apt,3427,360,37,2014-09-18,0.36,2,364,0,
736372,Luxury Condo @ The Heart of Bangkok,3843977,Marc,,Vadhana,13.74283,100.58651,Entire home/apt,1887,180,0,,,1,365,0,
742497,Chao Phraya Rumors,3837874,Fr,,Samphanthawong,13.73989,100.50179,Private room,1656,5,1,2013-08-18,0.01,1,365,0,
742693,New & Nice 1 Bed Apt Thonglor BTS,3888806,Nulek,,Khlong Toei,13.72062,100.58019,Entire home/apt,1656,2,0,,,1,365,0,
758667,Modern 1BR Apartment in CBD Area,1774390,Add,,Parthum Wan,13.7403,100.5483,Entire home/apt,1954,2,0,,,1,364,0,
768019,Luxury 2BR Pool Villa /Cul-de-Sac (4 weeks +),2975807,Ingo,,Vadhana,13.73668,100.56693,Entire home/apt,3974,28,4,2015-01-21,0.05,2,203,0,
801844,Big space in eastern BKK,121622,Anchalee,,Bang Kapi,13.75878,100.64988,Entire home/apt,497,4,1,2016-11-09,0.02,1,180,0,
808870,Chambre privée en condominium,4255924,Arnaud,,Khlong Toei,13.73684,100.55488,Private room,1500,7,0,,,1,365,0,
811670,Lovely quaint Bangkok home,4268095,Ann,,Din Daeng,13.78499,100.56958,Entire home/apt,2000,2,24,2018-01-02,0.23,1,364,0,
837342,Studio with breakfast ๏ Bangkok,3533863,Sarasinee,,Phaya Thai,13.78832,100.56145,Private room,1057,3,0,,,5,365,0,
851956,Great bright&spacious 1B BTS Onnut,4100838,Siri,,Khlong Toei,13.70486,100.60152,Entire home/apt,700,21,31,2020-04-01,0.70,3,364,0,
852063,2BR Apt. near Sathon Silom-free WIFI,4396467,Sujin,,Sathon,13.71972,100.54924,Entire home/apt,1693,14,20,2013-03-29,0.47,2,360,0,
852308,วรภาดา น้อยพันธ์,4414621,Catroom,,Bang Rak,13.7318,100.52351,Private room,980,1,0,,,1,365,0,
854660,Nostalgic Thai House - The Villa,931710,Jeremy,,Nong Chok,13.77672,100.83851,Entire home/apt,8289,1,1,2015-09-03,0.01,2,365,0,
856426,Thai house overlooking pond & lotus,931710,Jeremy,,Nong Chok,13.77624,100.83931,Entire home/apt,3979,1,1,2016-03-10,0.01,2,363,0,
858311,"River view penthouse 30 Fl, 5 Pers,  taxi included",4491588,Donald,,Khlong San,13.72135,100.508,Entire home/apt,4200,1,207,2020-02-27,2.00,1,309,3,
858338,✩Vibrant street✩Cozy n Cool near MRT Silom/center✩,1927968,Evan,,Sathon,13.72065,100.54713,Entire home/apt,510,1,265,2021-09-26,3.06,15,338,8,
866329,Entire Studio center of Bangkok,4549405,Carlos,,Bang Rak,13.72479,100.53039,Private room,1150,6,7,2015-06-18,0.07,2,365,0,
869715,Stylish 1 bed 3 min walk from BTS,4583001,Suchela,,Khlong Toei,13.7142,100.59233,Entire home/apt,828,120,0,,,2,365,0,
881208,New 1BR in Sathorn near Skytrain!,4549405,Carlos,,Bang Rak,13.72386,100.52563,Private room,800,180,0,,,2,365,0,
884503,"Luxury, resort-like downtown pad",1425515,Peter,,Khlong Toei,13.73093,100.5644,Private room,1126,7,3,2017-03-05,0.03,3,364,0,
888304,Cozy Apt @ Ratchayothin BTS Great Facility,2592798,Nokina,,Chatu Chak,13.83028,100.57065,Entire home/apt,829,4,8,2013-04-01,0.08,2,363,0,
889909,Spare room in a gated compound,4721867,Annie,,Bang Na,13.65979,100.60643,Private room,700,1,4,2016-09-06,0.04,1,365,0,
891322,3 Bedroom Apartment at Baan Pipat,2571346,Apiwat,,Bang Rak,13.72309,100.5326,Private room,8000,180,2,2014-01-09,0.06,1,363,0,
904353,Cozy Studio Sleep3 at Phattanakan 26,4836941,GrongGaew,,Suanluang,13.73693,100.61644,Private room,962,2,0,,,3,365,0,
906203,1 BR on Srinakrin Rd. Parkland,4850305,Dujdao,,Bang Na,13.65441,100.64548,Private room,763,1,0,,,1,365,0,
909335,"Cozy 1 BR,3mins BTS/WIFI, Pool View, Sukhumvit",4876203,Sumalee,,Khlong Toei,13.70888,100.59732,Entire home/apt,1027,2,67,2019-12-19,1.97,2,365,0,
909514,Newly Renovated 3BR Suite 146sqm BTS Thonglo,4877320,Nisa,,Vadhana,13.73958,100.5865,Entire home/apt,5232,3,253,2020-01-04,2.69,1,365,0,
915293,Condo at President Place Bangkok,4913308,Attakorn,,Parthum Wan,13.74551,100.54235,Entire home/apt,2600,4,0,,,1,365,0,
920116,1Br 5mins walk to Airport Link Hua Mak sky train,4836941,GrongGaew,,Suanluang,13.73786,100.64065,Entire home/apt,1293,30,11,2017-01-08,0.16,3,90,0,
923795,3BR 300 SqM Apt near BTS PhromPhong,4968824,Sanjay,,Khlong Toei,13.72468,100.56838,Private room,3000,1,0,,,1,365,0,
929624,Big Home stay and Thai lifestyle,5001761,Bell,,Saphan Sung,13.77072,100.6984,Private room,1658,1,0,,,1,365,0,
933070,Yoong Thong Double Standard Room,1203066,Tienchai,,Min Buri,13.78318,100.74785,Private room,1620,30,0,,,2,365,0,
933092,Rachapruk Twin Standard Room,1203066,Tienchai,,Min Buri,13.78115,100.7482,Private room,1620,1,0,,,2,365,0,
939080,"@Siam,Free Limo, BTS/WiFi/Pool/Gym.",5072454,Ko,,Parthum Wan,13.7474,100.52947,Entire home/apt,2000,1,264,2019-03-24,3.02,4,365,0,
941803,Suite Room 1 at MetroPoint,610315,Kasem,,Bang Kapi,13.7703,100.63148,Private room,1824,1,0,,,3,365,0,
941865,Suite Room 3 at MetroPoint,610315,Kasem,,Bang Kapi,13.76872,100.63338,Private room,1824,1,0,,,3,365,0,
952677,Standard Room Decor do Hostel,5171292,Somsak,,Khlong San,13.7204,100.50757,Private room,700,1,4,2019-12-27,0.04,12,88,0,
959254,"Deluxe Condo, Nana, Pool/GYM/Sauna",5153476,Natcha,,Khlong Toei,13.71516,100.56806,Entire home/apt,1400,30,0,,,1,365,0,
960858,"New, Stylish & Luxury Studio Condo",3769704,Pat,,Sai Mai,13.9077,100.64473,Private room,1500,1,0,,,1,365,0,
965722,Siamese Gioia on Sukhumvit 31,5265861,Chuchart,,Vadhana,13.74444,100.57003,Private room,1291,3,3,2018-12-24,0.06,1,364,0,
969792,1 penthouse in central Bangkok,5297436,Anya,,Ratchathewi,13.7547,100.53268,Entire home/apt,2947,1,0,,,1,365,0,
973830,BangLuang House1 @ Bangkok Thailand,5325919,วสวัตติ์,,Bangkok Yai,13.73292,100.46413,Private room,1658,1,76,2018-12-31,0.82,3,365,0,
976690,Beautiful 1 BR apartment @BTS Ari,5344120,Nattavut,,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,10,88,2020-01-07,1.04,3,365,0,
978531,Urban Oasis in the heart of Bangkok,5309669,Apiradee,,Sathon,13.72291,100.53759,Entire home/apt,5429,2,3,2018-12-18,0.04,3,180,0,
978969,"59m2 apartment, Thong Lor, Bangkok",5358785,Danny,,Vadhana,13.73224,100.57803,Entire home/apt,1556,4,5,2019-11-10,0.05,1,365,0,
985743,Room with city view of BKK,5309669,Apiradee,,Sathon,13.71803,100.54654,Private room,3500,3,0,,,3,363,0,
988373,BangLuang House 2@ Bangkok Thailand,5325919,วสวัตติ์,,Phasi Charoen,13.73122,100.46228,Entire home/apt,1795,1,85,2020-02-18,0.97,3,365,0,
997388,Serene 1 Br Apt.Near BTS Udomsuk,5480639,Chananya,,Bang Na,13.67262,100.60788,Entire home/apt,1192,2,3,2015-06-02,0.03,1,364,0,
1005894,Furnished room in Bangkok Thailand,5532025,Nalin,,Chatu Chak,13.83101,100.57104,Private room,800,3,0,,,1,365,0,
1009963,"Charming apartment,Heart of Bangkok",4392170,Pek,,Vadhana,13.71381,100.59422,Entire home/apt,1116,3,27,2016-10-09,0.26,1,365,0,
1016487,Private room in Bangkok,5594281,Yodying,,Chatu Chak,13.82148,100.58326,Private room,350,30,0,,,1,365,0,
1019241,Chic two bedroom for Monthly rental,3323622,Phoebe,,Bang Rak,13.72687,100.52725,Entire home/apt,2583,30,104,2020-02-20,1.03,1,365,0,
1022215,2 br. Spacious Apt. at Sathorn,5386996,Parechart,,Sathon,13.70882,100.53546,Entire home/apt,3000,1,8,2016-01-02,0.12,1,365,0,
1026451,"♡Chic Studio, Easy Walk to Pier & BTS Taksin♡",3346331,Bee,,Sathon,13.71192,100.51535,Entire home/apt,960,7,443,2019-12-27,4.53,7,364,0,
1028469,One Bedroom Suite- WIFI- SATHORN,2148220,Marvin,,Sathon,13.71602,100.52663,Private room,2152,1,0,,,3,298,0,
1028486,STUDIO RM2 - WIFI- SATHORN,2148220,Marvin,,Sathon,13.71798,100.52841,Private room,1391,1,4,2014-11-12,0.04,3,298,0,
1041976,"vSpecial Offer Weekly&Monthly WFH Comfy stay, Siam",5735895,Pariya,,Parthum Wan,13.74814,100.52016,Entire home/apt,2900,2,295,2021-08-21,3.70,3,354,1,
1052180,"City View, relaxed theme & delicious food around",5793490,Nicky,,Bang Kho laen,13.69947,100.52726,Entire home/apt,800,1,25,2018-03-06,0.27,6,90,0,
1057173,"IdeoMix, Sukhumvit RD, close to BTS",5822937,Piyathida,,Bang Na,13.67991,100.61055,Entire home/apt,922,30,165,2018-03-22,1.80,1,362,1,
1060320,Mix Dorm  Decor do Hostel,5171292,Somsak,,Khlong San,13.72214,100.50752,Shared room,340,1,12,2017-05-20,0.14,12,87,0,
1067748,5 mins by car from Chong Nonsi BTS Station,4154759,Mimi,,Sathon,13.71498,100.53312,Private room,1200,1,30,2018-01-01,0.43,4,67,0,
1075182,1 Bedroom Close to BTS and Shopping,5915109,Auguste,,Khlong Toei,13.71674,100.58787,Entire home/apt,1099,1,65,2020-03-09,1.10,1,364,0,
1077493,Inn Saladaeng - Superior hotel room,5929404,Inn Saladaeng & The Sathon Vimanda,,Bang Rak,13.72825,100.53774,Entire home/apt,1589,1,35,2020-01-26,0.42,2,180,0,
1079039,Spacious 1Bed apartment,5935474,Tisa,,Huai Khwang,13.75224,100.58979,Entire home/apt,1169,15,0,,,1,181,0,
1086843,Near Bangkok more space than urban!,4937984,Sugarcane,,Phra Nakhon,13.75135,100.49447,Shared room,4967,1,0,,,1,365,0,
1088343,"2 bed 2 bath, BTS, Supermarkets, Monthly",5981006,Sibyl,,Vadhana,13.7104,100.60171,Entire home/apt,2252,30,19,2018-02-21,0.28,1,365,0,
1094136,"Private, relaxed with amenities",5793490,Nicky,,Bang Kho laen,13.69949,100.52725,Entire home/apt,890,2,17,2018-12-29,0.20,6,90,0,
1141969,Great location on a charming loft,6262801,Andrea,,Bang Rak,13.72687,100.52326,Entire home/apt,5629,5,8,2013-11-27,0.08,1,358,0,
1151862,phiyapa,6313832,Psirivedin,,Don Mueang,13.9277,100.58757,Private room,1250,1,0,,,1,365,0,
1155399,"Premium2B2BApt10m,Subway,Airport",6329126,Borisut,,Ratchathewi,13.75086,100.55932,Private room,2000,30,1,2017-01-12,0.02,1,365,0,
1157321,"1BR quiet APT, near BTS, Free Wifi",6341990,Mutita,,Bang Na,13.6787,100.60754,Entire home/apt,1500,2,15,2015-04-30,0.18,1,358,0,
1160838,family 2 Bedroom Apartment near BTS-non smoking,1513875,Suchada,,Phaya Thai,13.7736,100.54079,Hotel room,1500,7,52,2020-08-08,1.44,7,247,2,
1164429,Traditional relaxed house at the heart of BKK,6378923,Deyan,,Vadhana,13.74068,100.56965,Entire home/apt,1300,2,6,2018-11-20,0.15,2,2,0,
1187726,Private Studio Bed Room Walkable from BTS Ari,5402740,Nattha,,Phaya Thai,13.77808,100.5416,Entire home/apt,1000,120,18,2019-09-23,0.60,1,365,1,
1189408,Cozy Convenient 1-Bdrm Heart of BKK,6502146,Fah,,Phaya Thai,13.78272,100.54292,Entire home/apt,2503,365,2,2013-08-19,0.02,3,358,0,
1206077,CityCenter BTS Ari AREE FastWifi+Kitchen+SwimPool,6586465,Tayawat,,Phaya Thai,13.77776,100.54353,Entire home/apt,1790,5,34,2021-05-17,0.45,1,180,2,
1208204,Deluxe Condo at perfect location 2-0,766443,Gerd,,Vadhana,13.73757,100.55996,Entire home/apt,963,3,183,2021-06-29,1.91,4,121,3,
1211625,The parkland Srinakarin Building D,6615588,Jin,,Bang Na,13.65451,100.64368,Entire home/apt,1042,3,0,,,1,364,0,
1218098,Transit DMK & Not far from Impact,6647138,NiNew,,Lak Si,13.88974,100.56257,Private room,800,1,27,2016-04-08,0.33,4,365,0,
1218842,F/F Studio APT For Rent. ARI BTS.,6648722,Taweewat  (Ken),,Phaya Thai,13.78148,100.54868,Private room,1041,2,1,2019-01-04,0.03,2,365,0,
1227663,Hip Luxury Apt in Best Location,5469059,Andrew,,Parthum Wan,13.74088,100.54102,Entire home/apt,5203,20,119,2020-01-09,1.43,1,91,0,
1235695,Furnished studio 5min from Skytrain,4583001,Suchela,,Phaya Thai,13.78761,100.55319,Entire home/apt,596,365,0,,,2,365,0,
1244333,"Private Room@Chatuchak,BTS,JJ market,DMK airport",2087671,Apipu,,Phaya Thai,13.79221,100.54631,Private room,399,1,33,2020-01-01,1.18,1,90,0,
1255386,SSIP HOME-15minWalkKhaosan-FreeBreakfast-TripleBed,6838199,Sirikamol,,Dusit,13.77073,100.50478,Private room,2625,1,0,,,3,365,0,
1257357,1BR Deluxe Suite Free an extra bed  - Ploenchit,378180502,Panitchaya,,Parthum Wan,13.74665,100.5495,Private room,3000,1,3,2018-06-16,0.08,40,208,0,
1275275,1 BR (A) BTS WIFI/POOL/FITNESS,1780407,Feb,,Phra Khanong,13.68269,100.60493,Entire home/apt,808,45,92,2018-02-05,0.99,7,365,0,
1296322,Mini chic Apartment -BTS S Taksin,2129668,Wimonpak,,Sathon,13.71425,100.51332,Entire home/apt,850,1,200,2019-08-20,2.10,39,365,0,
1298028,"♡ Peaceful apartment in the heart of Bangkok, Siam",1295674,Aor,,Parthum Wan,13.74855,100.52679,Entire home/apt,2616,2,259,2019-09-25,3.08,11,365,0,
1302302,Serviced 2 Bed penthouse SKYVILLAS,6132593,Salvatore,,Sathon,13.72027,100.52851,Entire home/apt,2736,4,131,2018-08-23,1.41,6,145,1,
1316688,Luxurious Modern Duplex - Thonglor,5394070,Eva,,Khlong Toei,13.72242,100.57962,Entire home/apt,1291,30,78,2019-06-17,0.90,1,319,1,
1323380,Master Suite in Pool Villa,2975807,Ingo,,Vadhana,13.74618,100.55168,Private room,9600,28,1,2017-06-19,0.02,2,298,0,
1338281,Loft Studio 6 min BTS Sapan Taksin,2129668,Wimonpak,,Sathon,13.71506,100.51319,Entire home/apt,1100,1,117,2019-05-30,1.17,39,365,0,
1338489,FABB Modern 4. BTS Sapan Taksin,2129668,Wimonpak,,Sathon,13.7133,100.51337,Entire home/apt,999,1,146,2020-03-02,1.67,39,180,0,
1341114,Five artist loft apartments,7273604,Nim,,Bang Na,13.67826,100.60592,Entire home/apt,1750,28,0,,,2,365,0,
1341890,"MODERN STUDIO SKYTRAIN, WIFI, 40%Monthly Discount!",7278395,Niramol,,Huai Khwang,13.74538,100.59943,Entire home/apt,888,20,47,2019-05-01,0.56,2,89,0,
1344388,comfortable in Bangkok Near MRT,2653642,Hab,,Din Daeng,13.77126,100.57088,Private room,1200,2,0,,,1,365,0,
